# Signal Type: quasi-periodic
# Period: 1410.012 days
# length: 500
# amplitude: 1.5
# baseline_error: 0.1
# time_start: 54682.0
# noise_level: 0.27928866724793755
# freq_variation: 0.08235394292187692
# missing_rate: 0.008457112064243837
# period_days: 1410.011608424401
# Time	Value	Error
60022.0000	2.011183	0.105934
60052.0000	3.516213	0.181901
60082.0000	2.392354	0.117396
60112.0000	0.839712	0.044821
60142.0000	3.489820	0.168412
60172.0000	0.843638	0.044355
60202.0000	3.693866	0.197561
60232.0000	1.343883	0.068757
60262.0000	0.984503	0.045876
60292.0000	2.141691	0.114041
60322.0000	2.396902	0.126526
60352.0000	2.925034	0.139766
60382.0000	0.683324	0.031917
60412.0000	2.280856	0.116900
60442.0000	2.606377	0.130332
60472.0000	2.579232	0.119176
60502.0000	0.749563	0.036088
60532.0000	0.993004	0.051550
60562.0000	1.123306	0.058797
60592.0000	0.823516	0.040034
60622.0000	3.362370	0.170495
60652.0000	1.218947	0.058647
60682.0000	4.073861	0.222225
60712.0000	3.101681	0.154827
60742.0000	2.380136	0.118109
60772.0000	3.217454	0.170612
60802.0000	3.318459	0.166301
60832.0000	1.196176	0.056946
60862.0000	3.261608	0.177682
60892.0000	2.344301	0.126330
60922.0000	1.044222	0.056934
60952.0000	0.613755	0.028723
60982.0000	1.690584	0.080874
61012.0000	2.986198	0.145865
61042.0000	3.159392	0.162183
61072.0000	1.089706	0.054693
61102.0000	2.994308	0.153002
61132.0000	3.181458	0.160327
61162.0000	0.767134	0.036952
61192.0000	1.246440	0.060242
61222.0000	2.624380	0.141798
61252.0000	2.941687	0.147380
61282.0000	3.025421	0.148797
61312.0000	2.732518	0.134034
61342.0000	2.250351	0.121391
61372.0000	1.375629	0.071509
61402.0000	0.605997	0.029583
61432.0000	1.021334	0.047616
61462.0000	1.380008	0.067013
61492.0000	2.168238	0.117597
61522.0000	2.840293	0.151973
61552.0000	3.065786	0.151773
61582.0000	2.628882	0.129607
61612.0000	1.878108	0.093002
61642.0000	1.619140	0.079855
61672.0000	0.645717	0.033154
61702.0000	2.994252	0.146967
61732.0000	2.569450	0.124804
61762.0000	1.356370	0.066565
61792.0000	2.574729	0.135537
61822.0000	3.614885	0.162560
61852.0000	1.517037	0.069866
61882.0000	0.950381	0.045509
61912.0000	1.458773	0.068187
61942.0000	2.797048	0.128199
61972.0000	3.435733	0.170135
62002.0000	1.198514	0.060537
62032.0000	2.953461	0.150174
62062.0000	3.355495	0.180190
62092.0000	2.704200	0.130154
62122.0000	3.177551	0.165008
62152.0000	3.367875	0.173221
62182.0000	0.933761	0.047963
62212.0000	3.779094	0.197493
62242.0000	0.973330	0.044313
62272.0000	0.872235	0.046302
62302.0000	1.086284	0.053375
62332.0000	0.729870	0.037297
62362.0000	3.118567	0.151105
62392.0000	2.215163	0.114201
62422.0000	2.379037	0.115882
62452.0000	0.779440	0.040061
62482.0000	2.063222	0.109174
62512.0000	2.682563	0.133438
62542.0000	1.879385	0.107573
62572.0000	0.877171	0.041706
62602.0000	1.638749	0.079323
62632.0000	3.392647	0.162187
62662.0000	0.874843	0.043103
62692.0000	3.568434	0.175541
62722.0000	1.212091	0.060585
62752.0000	1.808562	0.094254
62782.0000	3.808460	0.187714
62812.0000	2.124645	0.107991
62842.0000	0.962916	0.046680
62872.0000	1.876329	0.095116
62902.0000	3.111725	0.155408
62932.0000	3.930080	0.192525
62962.0000	2.959924	0.145515
62992.0000	1.722132	0.082422
63022.0000	0.909138	0.045511
63052.0000	2.790368	0.148303
63082.0000	3.709747	0.182058
63112.0000	0.642702	0.031108
63142.0000	2.999388	0.140902
63172.0000	1.892936	0.105388
63202.0000	3.509714	0.185158
63232.0000	0.446424	0.021660
63262.0000	2.256366	0.117719
63292.0000	3.528400	0.180966
63322.0000	3.398517	0.169922
63352.0000	4.011253	0.197569
63382.0000	2.080641	0.096768
63412.0000	0.711361	0.040968
63442.0000	3.880574	0.196879
63472.0000	1.082951	0.055915
63502.0000	1.438261	0.072122
63532.0000	2.261391	0.114493
63562.0000	1.891939	0.101426
63592.0000	0.791993	0.046019
63622.0000	2.583242	0.133796
63652.0000	3.051639	0.149948
63682.0000	3.464228	0.156896
63712.0000	1.402991	0.073151
63742.0000	0.944838	0.047325
63772.0000	1.851845	0.097722
63802.0000	3.537284	0.188491
63832.0000	1.061759	0.053678
63862.0000	3.600611	0.184102
63892.0000	0.998079	0.049208
63922.0000	0.733152	0.035923
63952.0000	0.904905	0.043912
63982.0000	0.720640	0.038409
64012.0000	1.985629	0.092458
64042.0000	3.686950	0.181350
64072.0000	0.929824	0.045981
64102.0000	3.974889	0.197636
64132.0000	1.624436	0.082563
64162.0000	1.187751	0.055435
64192.0000	2.787300	0.130151
64222.0000	3.874954	0.195545
64252.0000	3.644109	0.180553
64282.0000	4.048660	0.194197
64312.0000	3.981659	0.208537
64342.0000	3.650743	0.170316
64372.0000	3.361583	0.165575
64402.0000	2.647877	0.133855
64432.0000	0.723344	0.036706
64462.0000	0.947800	0.050241
64492.0000	0.724053	0.038465
64522.0000	1.444505	0.070880
64552.0000	1.294810	0.065521
64582.0000	1.823271	0.096228
64612.0000	0.937351	0.048053
64642.0000	0.767327	0.038974
64672.0000	2.188698	0.107378
64702.0000	4.378138	0.220464
64732.0000	1.079787	0.052481
64762.0000	2.693494	0.132819
64792.0000	0.925518	0.047055
64822.0000	3.791417	0.205710
64852.0000	3.035272	0.146376
64882.0000	2.624789	0.133572
64912.0000	2.502986	0.118356
64942.0000	3.585891	0.188139
64972.0000	1.804039	0.093567
65002.0000	2.082359	0.100039
65032.0000	1.575246	0.078009
65062.0000	3.835333	0.180312
65092.0000	3.959069	0.193979
65122.0000	3.805355	0.189571
65152.0000	2.477966	0.121356
65182.0000	0.902301	0.048638
65212.0000	3.471141	0.180377
65242.0000	2.550336	0.127034
65272.0000	1.136400	0.054585
65302.0000	0.776354	0.037681
65332.0000	1.950987	0.092539
65362.0000	4.152561	0.202769
65392.0000	0.929768	0.045882
65422.0000	3.610073	0.189163
65452.0000	1.038632	0.051263
65482.0000	0.601923	0.030096
65512.0000	1.167495	0.058880
65542.0000	0.680923	0.034583
65572.0000	1.127705	0.053469
65602.0000	3.029333	0.140610
65632.0000	2.679136	0.141040
65662.0000	1.678248	0.083801
65692.0000	2.871813	0.140371
65722.0000	2.758963	0.135488
65752.0000	0.810421	0.039357
65782.0000	2.843296	0.149082
65812.0000	3.601507	0.190106
65842.0000	1.819002	0.091254
65872.0000	0.554162	0.026502
65902.0000	1.286176	0.059287
65932.0000	2.688900	0.127369
65962.0000	3.768003	0.203059
65992.0000	2.575960	0.130762
66022.0000	0.786557	0.039038
66052.0000	1.178928	0.062942
66082.0000	3.612213	0.175214
66112.0000	1.808294	0.083144
66142.0000	1.266930	0.062515
66172.0000	3.055363	0.159166
66202.0000	1.777495	0.088864
66232.0000	1.357618	0.064817
66262.0000	3.409522	0.161755
66292.0000	3.057274	0.146998
66322.0000	3.279593	0.172101
66352.0000	3.426531	0.171674
66382.0000	3.708550	0.173918
66412.0000	1.192475	0.056399
66442.0000	2.961876	0.158161
66472.0000	1.299901	0.064579
66502.0000	3.012640	0.143133
66532.0000	3.581361	0.177943
66562.0000	3.736202	0.191467
66592.0000	2.541595	0.134223
66622.0000	1.022481	0.054050
66652.0000	3.938877	0.190124
66682.0000	1.856661	0.095325
66712.0000	0.516941	0.023554
66742.0000	0.469704	0.023708
66772.0000	0.801389	0.042424
66802.0000	2.491674	0.124362
66832.0000	2.700372	0.133452
66862.0000	2.816736	0.147219
66892.0000	0.595795	0.030880
66922.0000	1.916909	0.098553
66952.0000	2.274925	0.117427
66982.0000	1.469305	0.074735
67012.0000	0.508856	0.024762
67042.0000	3.127434	0.161212
67072.0000	1.473040	0.073613
67102.0000	3.047501	0.146682
67132.0000	0.655208	0.033028
67162.0000	3.034603	0.152984
67192.0000	3.887953	0.180818
67222.0000	3.510931	0.182968
67252.0000	3.018589	0.148646
67282.0000	2.743994	0.131028
67312.0000	3.016818	0.149671
67342.0000	3.273686	0.176486
67372.0000	3.971951	0.218300
67402.0000	3.764636	0.183534
67432.0000	2.242042	0.121593
67462.0000	1.774251	0.089278
67492.0000	1.240881	0.062321
67522.0000	0.667213	0.032503
67552.0000	0.577690	0.031734
67582.0000	0.512088	0.025996
67612.0000	0.638759	0.032510
67642.0000	1.769701	0.087211
67672.0000	3.792149	0.197283
67702.0000	3.095698	0.149371
67732.0000	0.897172	0.043639
67762.0000	3.819970	0.187162
67792.0000	0.680153	0.035048
67822.0000	2.177056	0.110237
67852.0000	3.079497	0.151357
67882.0000	3.799145	0.183392
67912.0000	3.831697	0.178891
67942.0000	3.187007	0.161561
67972.0000	0.674276	0.031442
68002.0000	3.725428	0.178803
68032.0000	0.655921	0.034799
68062.0000	2.166551	0.097976
68092.0000	3.014824	0.142019
68122.0000	2.643813	0.123714
68152.0000	0.951574	0.050157
68182.0000	2.396969	0.119153
68212.0000	1.939869	0.095955
68242.0000	3.798431	0.186349
68272.0000	2.360667	0.114385
68302.0000	2.593514	0.133618
68332.0000	3.604256	0.181065
68362.0000	3.430510	0.166958
68392.0000	1.231245	0.063973
68422.0000	3.292974	0.170400
68452.0000	2.779405	0.131580
68482.0000	1.277648	0.063555
68512.0000	1.328273	0.068254
68542.0000	0.878947	0.041872
68572.0000	2.442608	0.120329
68602.0000	3.703647	0.185324
68632.0000	1.348950	0.063124
68662.0000	3.429230	0.167189
68692.0000	1.048247	0.049130
68722.0000	3.857313	0.178169
68752.0000	1.297357	0.069119
68782.0000	1.533215	0.077468
68812.0000	3.353340	0.158765
68842.0000	3.346445	0.170744
68872.0000	1.789270	0.082201
68902.0000	0.488210	0.025540
68932.0000	1.281595	0.066923
68962.0000	2.888447	0.138057
68992.0000	3.556160	0.190896
69022.0000	2.342357	0.110070
69052.0000	0.677422	0.032406
69082.0000	2.371957	0.117532
69112.0000	3.444740	0.160036
69142.0000	0.659965	0.032609
69172.0000	3.693080	0.187103
69202.0000	0.904393	0.040921
69232.0000	3.399717	0.187587
69262.0000	3.411281	0.181060
69292.0000	2.519369	0.122726
69322.0000	1.698024	0.090738
69352.0000	1.887294	0.093077
69382.0000	3.689389	0.189026
69412.0000	2.015424	0.093377
69442.0000	1.617729	0.079171
69472.0000	1.423397	0.072004
69502.0000	4.004601	0.203984
69532.0000	3.197692	0.160943
69562.0000	3.537168	0.185299
69592.0000	3.439485	0.164287
69622.0000	0.986096	0.052258
69652.0000	3.038236	0.159033
