# Signal Type: periodic
# Period: 245.710 days
# length: 500
# amplitude: 1.5
# baseline_error: 0.1
# time_start: 54682.0
# noise_level: 0.28721716296075284
# missing_rate: 0.00887042939520013
# period_days: 245.71038369285978
# Time	Value	Error
65212.0000	1.235999	0.067499
65242.0000	1.743909	0.085021
65272.0000	3.295111	0.171197
65302.0000	3.763037	0.184828
65332.0000	3.507702	0.159719
65362.0000	2.282243	0.112054
65392.0000	1.467216	0.072860
65422.0000	1.036116	0.049074
65452.0000	0.719101	0.038741
65482.0000	1.767718	0.087785
65512.0000	2.606558	0.129265
65542.0000	4.057945	0.204328
65572.0000	3.210271	0.163610
65602.0000	2.934141	0.142803
65632.0000	1.440411	0.067577
65662.0000	0.919832	0.045775
65692.0000	0.949197	0.047442
65722.0000	1.592319	0.084657
65752.0000	2.593692	0.128241
65782.0000	3.466222	0.169275
65812.0000	3.440707	0.168430
65842.0000	2.906674	0.144875
65872.0000	1.975795	0.093881
65902.0000	0.796548	0.041160
65932.0000	0.809014	0.043470
65962.0000	1.384170	0.066937
65992.0000	2.676610	0.130713
66022.0000	3.609230	0.203300
66052.0000	3.545473	0.190150
66082.0000	3.176407	0.165521
66112.0000	1.818744	0.097891
66142.0000	0.877590	0.042736
66172.0000	1.151631	0.054886
66202.0000	0.912099	0.044945
66232.0000	2.135632	0.109622
66262.0000	2.937667	0.141639
66292.0000	3.859940	0.185848
66322.0000	3.651241	0.176528
66352.0000	2.395459	0.125554
66382.0000	1.128104	0.057535
66412.0000	1.031766	0.051755
66442.0000	1.145618	0.054471
66472.0000	1.877247	0.097560
66502.0000	3.316562	0.162769
66532.0000	3.934468	0.207691
66562.0000	3.370115	0.153808
66592.0000	2.269819	0.127311
66622.0000	1.453851	0.070143
66652.0000	0.604805	0.030389
66682.0000	1.054116	0.051511
66712.0000	2.001316	0.099330
66742.0000	2.992557	0.147447
66772.0000	3.477686	0.176622
66802.0000	3.406887	0.176084
66832.0000	2.895444	0.140288
66862.0000	1.538028	0.073197
66892.0000	0.730079	0.037459
66922.0000	1.124499	0.055630
66952.0000	1.365474	0.069278
66982.0000	2.343162	0.112659
67012.0000	3.637099	0.181484
67042.0000	3.697348	0.187416
67072.0000	2.798454	0.137159
67102.0000	2.111339	0.103906
67132.0000	0.916004	0.045927
67162.0000	0.535726	0.026119
67192.0000	1.191532	0.063921
67222.0000	2.517399	0.125562
67252.0000	3.530517	0.193280
67282.0000	3.651279	0.184165
67312.0000	3.389980	0.168309
67342.0000	2.501732	0.123491
67372.0000	1.294159	0.061820
67402.0000	0.464477	0.022399
67432.0000	1.129731	0.056068
67462.0000	2.128139	0.090782
67492.0000	3.272209	0.153954
67522.0000	3.593504	0.169266
67552.0000	3.246101	0.175499
67582.0000	2.137497	0.100950
67612.0000	1.135233	0.054591
67642.0000	0.659289	0.033434
67672.0000	0.963411	0.044807
67702.0000	2.058579	0.094387
67732.0000	3.027094	0.148399
67762.0000	3.830876	0.173572
67792.0000	3.575200	0.183666
67822.0000	2.506206	0.121998
67852.0000	1.833163	0.095947
67882.0000	0.948752	0.047531
67912.0000	1.118292	0.056045
67942.0000	1.540767	0.077036
67972.0000	2.861190	0.143359
68002.0000	4.076447	0.213694
68032.0000	3.843711	0.193699
68062.0000	2.908720	0.151210
68092.0000	1.332471	0.065378
68122.0000	0.697729	0.035161
68152.0000	0.611536	0.030421
68182.0000	1.636721	0.074037
68212.0000	3.169500	0.153205
68242.0000	3.467122	0.188663
68272.0000	3.537231	0.177350
68302.0000	3.147143	0.139053
68332.0000	1.741253	0.086573
68362.0000	0.687269	0.033618
68392.0000	1.170441	0.062726
68422.0000	1.694916	0.092257
68452.0000	2.607085	0.122678
68482.0000	3.491335	0.178707
68512.0000	3.779804	0.178596
68542.0000	2.840920	0.122770
68572.0000	2.056915	0.105096
68602.0000	1.293918	0.063709
68632.0000	0.629150	0.031997
68662.0000	1.130297	0.053439
68692.0000	2.279566	0.120846
68722.0000	3.058336	0.156696
68752.0000	3.891398	0.177597
68782.0000	2.997957	0.171285
68812.0000	2.141059	0.108201
68842.0000	1.167775	0.056202
68872.0000	0.357521	0.016370
68902.0000	0.985393	0.054658
68932.0000	2.081460	0.095043
68962.0000	3.286947	0.167318
68992.0000	3.397606	0.177346
69022.0000	3.180558	0.153512
69052.0000	2.118718	0.102930
69082.0000	1.882498	0.101144
69112.0000	0.637416	0.031590
69142.0000	1.249786	0.062607
69172.0000	2.070616	0.095986
69202.0000	3.317914	0.169410
69232.0000	4.009523	0.197662
69262.0000	3.473451	0.179886
69292.0000	2.465031	0.124685
69322.0000	1.397414	0.070175
69352.0000	0.514899	0.027562
69382.0000	0.827481	0.044412
69412.0000	1.798187	0.083307
69442.0000	2.872169	0.143066
69472.0000	3.951827	0.184371
69502.0000	3.386362	0.198805
69532.0000	2.725121	0.136976
69562.0000	1.193092	0.056908
69592.0000	0.551385	0.027632
69622.0000	0.872351	0.045975
69652.0000	1.454595	0.069312
