# Signal Type: periodic
# Period: 526.049 days
# length: 500
# amplitude: 1.5
# baseline_error: 0.1
# time_start: 54682.0
# noise_level: 0.33748612119725613
# missing_rate: 0.009191697698851324
# period_days: 526.0494503045445
# Time	Value	Error
56752.0000	1.643622	0.076583
56782.0000	1.941321	0.098268
56812.0000	2.831927	0.146605
56842.0000	3.312527	0.166826
56872.0000	3.618003	0.177986
56902.0000	4.056826	0.210415
56932.0000	3.829422	0.201215
56962.0000	3.811260	0.188812
56992.0000	3.014006	0.155098
57022.0000	3.150724	0.154622
57052.0000	2.068582	0.108230
57082.0000	1.612282	0.078392
57112.0000	1.116103	0.058220
57142.0000	0.891865	0.046684
57172.0000	0.906395	0.043876
57202.0000	1.003275	0.051541
57232.0000	0.801166	0.039054
57262.0000	1.119569	0.053188
57292.0000	1.833687	0.083951
57322.0000	2.362562	0.122214
57352.0000	2.848003	0.139861
57382.0000	3.266128	0.168197
57412.0000	3.755228	0.177565
57442.0000	3.607663	0.178135
57472.0000	3.919298	0.184073
57502.0000	3.858932	0.183385
57532.0000	2.984673	0.155210
57562.0000		
57592.0000	2.013241	0.102666
57622.0000	1.048085	0.052994
57652.0000	0.944667	0.041097
57682.0000	0.869825	0.042900
57712.0000	0.610013	0.030064
57742.0000	0.713101	0.037148
57772.0000	1.575549	0.076072
57802.0000	1.446617	0.073543
57832.0000	1.811985	0.094282
57862.0000	2.801823	0.139339
57892.0000	3.516373	0.179820
57922.0000	3.514719	0.196270
57952.0000	3.965625	0.216886
57982.0000	3.991367	0.188774
58012.0000	3.670962	0.187520
58042.0000	3.810285	0.191616
58072.0000	2.424709	0.128206
58102.0000	2.775077	0.129911
58132.0000	2.038251	0.096296
58162.0000	1.097082	0.057062
58192.0000	0.699936	0.037652
58222.0000	0.765361	0.038331
58252.0000	0.894148	0.046806
58282.0000	0.806627	0.042077
58312.0000	1.748708	0.090539
58342.0000	1.818295	0.098244
58372.0000	2.236416	0.114457
58402.0000	3.033336	0.150319
58432.0000	3.095271	0.156223
58462.0000	3.189531	0.165608
58492.0000	3.473700	0.153898
58522.0000	3.729369	0.195546
58552.0000	3.828747	0.188548
58582.0000	2.914369	0.157858
58612.0000	2.303934	0.110657
58642.0000	2.089293	0.109013
58672.0000	1.536439	0.077957
58702.0000	1.025393	0.052033
58732.0000	1.225111	0.063734
58762.0000	0.754029	0.037651
58792.0000	1.098479	0.057215
58822.0000	1.174146	0.060712
58852.0000	1.600863	0.082046
58882.0000	2.085704	0.097583
58912.0000	2.425935	0.115348
58942.0000	3.178207	0.163859
58972.0000	3.612966	0.171435
59002.0000	3.604296	0.177325
59032.0000	3.401289	0.184547
59062.0000	4.078871	0.204010
59092.0000	3.771782	0.195314
59122.0000	2.876759	0.139671
59152.0000	2.579481	0.130577
59182.0000	2.049578	0.108218
59212.0000	1.751458	0.088504
59242.0000	0.987461	0.050314
59272.0000	0.639146	0.031422
59302.0000	0.667004	0.031548
59332.0000	1.090371	0.055258
59362.0000	1.489068	0.078957
59392.0000	1.779702	0.094081
59422.0000	2.304998	0.109799
59452.0000	2.722392	0.127942
59482.0000	3.092476	0.156620
59512.0000	3.329376	0.177539
59542.0000	3.722974	0.193736
59572.0000	4.016488	0.209165
59602.0000	3.699098	0.172427
59632.0000	3.065447	0.161351
59662.0000	2.670386	0.123092
59692.0000	2.260764	0.108357
59722.0000	1.337471	0.062616
59752.0000	1.291888	0.069824
59782.0000	1.293277	0.062657
59812.0000	0.593431	0.028007
59842.0000	0.976261	0.047710
59872.0000	1.269567	0.063935
59902.0000	1.396119	0.070751
59932.0000	2.018306	0.102254
59962.0000	2.927887	0.140054
59992.0000	3.140510	0.154613
60022.0000	3.247457	0.157423
60052.0000	4.024211	0.178139
60082.0000	3.710260	0.183335
60112.0000	3.495718	0.168461
60142.0000	3.037229	0.148102
60172.0000	2.630460	0.130504
60202.0000	2.118222	0.102198
60232.0000	2.314811	0.120276
60262.0000	1.775183	0.085226
60292.0000	1.124088	0.056617
60322.0000	0.810684	0.037743
60352.0000	1.388829	0.074388
60382.0000	1.126475	0.055201
60412.0000	1.235141	0.060625
60442.0000	1.980503	0.094048
60472.0000	2.369324	0.116745
60502.0000	2.829232	0.150087
60532.0000	3.464951	0.167572
60562.0000	3.535692	0.184211
60592.0000	3.721422	0.187852
60622.0000	3.662708	0.191285
60652.0000	3.455771	0.168498
60682.0000	3.434986	0.177721
60712.0000	2.456190	0.132552
60742.0000	2.220236	0.110941
60772.0000	1.569163	0.080878
60802.0000	1.203836	0.060739
60832.0000	1.554535	0.077050
60862.0000	0.553867	0.028896
60892.0000	1.813913	0.091533
60922.0000	1.127696	0.060065
60952.0000	1.230599	0.062899
60982.0000	1.915090	0.096355
61012.0000	2.500329	0.113474
61042.0000	2.827800	0.143093
61072.0000	3.594532	0.176119
61102.0000	3.593100	0.187573
61132.0000	3.843700	0.186395
61162.0000	3.352214	0.174451
61192.0000	3.884845	0.202805
61222.0000	2.434227	0.131207
61252.0000	2.992509	0.157376
61282.0000	1.949289	0.100380
61312.0000	1.053786	0.049164
61342.0000	1.103097	0.051324
61372.0000	1.118796	0.055646
61402.0000	0.521917	0.027393
61432.0000	0.761090	0.037920
61462.0000	1.081122	0.058026
61492.0000	1.691875	0.078859
61522.0000	2.940379	0.154761
61552.0000	2.973509	0.146790
61582.0000	3.401429	0.173189
61612.0000	3.430803	0.170981
61642.0000	3.658487	0.179674
61672.0000	3.533538	0.176241
61702.0000	3.188274	0.152407
61732.0000	3.340524	0.164493
61762.0000	2.826871	0.153056
61792.0000	2.003792	0.107084
61822.0000	1.543550	0.076885
61852.0000	0.980133	0.050214
61882.0000	0.890904	0.043541
61912.0000	1.053171	0.050748
61942.0000	0.583681	0.031274
61972.0000	0.928535	0.046778
62002.0000	1.262407	0.063232
62032.0000	2.108894	0.106551
62062.0000	2.485561	0.119155
62092.0000	3.188860	0.157315
62122.0000	3.516414	0.160696
62152.0000	3.544134	0.179459
62182.0000	3.995812	0.195592
62212.0000	3.645013	0.180240
62242.0000	3.428579	0.174774
62272.0000	2.786558	0.142002
62302.0000	2.516993	0.122702
62332.0000	2.196457	0.107342
62362.0000	1.718186	0.088876
62392.0000	0.876056	0.044286
62422.0000	0.769480	0.037284
62452.0000	1.510318	0.075295
62482.0000	1.005744	0.050955
62512.0000	1.074457	0.052242
62542.0000	1.905844	0.094929
62572.0000	2.315399	0.109624
62602.0000	2.739394	0.136364
62632.0000	2.949505	0.148009
62662.0000	3.729020	0.189051
62692.0000	4.069541	0.199400
62722.0000	3.771516	0.197618
62752.0000	3.555240	0.179632
62782.0000	2.970449	0.153038
62812.0000	2.643049	0.126299
62842.0000	2.720433	0.140394
62872.0000	1.530413	0.078056
62902.0000	1.518587	0.077712
62932.0000	0.573116	0.026906
62962.0000	0.584697	0.029590
62992.0000	0.866556	0.045551
63022.0000	1.131946	0.057396
63052.0000	1.118893	0.052201
63082.0000	2.084783	0.107120
63112.0000	2.446300	0.124088
63142.0000	3.086074	0.145902
63172.0000	3.413293	0.168305
63202.0000	3.596479	0.175377
63232.0000	3.802099	0.178899
63262.0000	3.656173	0.186494
63292.0000	3.322700	0.169433
63322.0000	2.912339	0.150023
63352.0000	2.306441	0.103352
63382.0000	1.755529	0.089775
63412.0000	1.442746	0.077670
63442.0000	0.852820	0.040789
63472.0000	0.610287	0.029509
63502.0000	0.802839	0.036791
63532.0000	1.052844	0.052436
63562.0000	1.070228	0.054389
63592.0000	1.685795	0.083690
63622.0000	1.842121	0.082264
63652.0000	2.681061	0.137892
63682.0000	3.407200	0.167345
63712.0000	3.443286	0.174269
63742.0000	3.754373	0.198555
63772.0000	3.636201	0.186308
63802.0000	3.462030	0.154764
63832.0000	3.322582	0.163949
63862.0000	2.928810	0.145376
63892.0000	2.405986	0.120966
63922.0000	1.815551	0.093458
63952.0000	1.570632	0.081555
63982.0000	1.401413	0.070318
64012.0000	0.983004	0.051054
64042.0000	0.854424	0.045091
64072.0000	1.099778	0.052290
64102.0000	1.681316	0.078369
64132.0000	2.397671	0.116622
64162.0000	2.124434	0.104323
64192.0000	3.111551	0.145351
64222.0000	3.163626	0.166031
64252.0000	4.278555	0.216778
64282.0000	3.631338	0.179834
64312.0000	3.892736	0.187712
64342.0000	3.277314	0.166928
64372.0000	3.223426	0.169653
64402.0000	2.673355	0.141120
64432.0000	1.992953	0.092623
64462.0000	2.204248	0.113034
64492.0000	1.184379	0.062117
64522.0000	0.788641	0.039778
64552.0000	0.680828	0.031692
64582.0000	1.130196	0.056788
64612.0000	0.985421	0.049061
64642.0000	1.676555	0.082347
64672.0000	2.324440	0.112384
64702.0000	2.502461	0.125008
64732.0000	3.203709	0.174525
64762.0000	3.457620	0.170019
64792.0000	3.848643	0.207893
64822.0000	3.757205	0.189337
64852.0000	3.440589	0.172829
64882.0000	3.315860	0.162708
64912.0000	2.719744	0.144217
64942.0000	2.076640	0.100604
64972.0000	1.759926	0.087054
65002.0000	1.583607	0.073299
65032.0000	0.763950	0.039879
65062.0000	0.556675	0.029796
65092.0000	1.303367	0.073572
65122.0000	1.439450	0.079678
65152.0000	2.046293	0.103576
65182.0000	1.715404	0.090080
65212.0000	2.424345	0.123731
65242.0000	3.037624	0.141275
65272.0000	3.500531	0.168919
65302.0000	3.786030	0.204227
65332.0000	3.717196	0.175650
65362.0000	3.390686	0.170437
65392.0000	4.224618	0.204381
65422.0000	3.163669	0.161185
65452.0000	2.428170	0.141061
65482.0000	2.143755	0.109657
65512.0000	1.239605	0.061257
65542.0000	1.528596	0.072639
65572.0000	0.690427	0.033428
65602.0000	1.133618	0.053449
65632.0000	0.887869	0.040177
65662.0000	0.996252	0.045785
65692.0000	1.436069	0.067970
65722.0000	2.180623	0.110481
65752.0000	3.044969	0.162969
65782.0000	3.113765	0.160434
65812.0000	3.816828	0.207035
65842.0000	3.599153	0.172701
65872.0000	3.946890	0.207808
65902.0000	3.723501	0.184538
65932.0000	2.967736	0.150669
65962.0000	2.568595	0.122007
65992.0000	2.012129	0.094727
66022.0000	1.610390	0.081519
66052.0000	1.144052	0.057997
66082.0000	0.649598	0.029095
66112.0000	0.636381	0.030723
66142.0000	1.058869	0.053914
66172.0000	0.769563	0.039601
66202.0000	1.538242	0.074908
66232.0000	1.813934	0.090140
66262.0000	2.537832	0.124872
66292.0000	2.766992	0.141780
66322.0000	3.425183	0.171808
66352.0000	3.828872	0.213128
66382.0000	3.791583	0.174991
66412.0000	3.495317	0.177664
66442.0000	3.112601	0.156031
66472.0000	3.005972	0.149011
66502.0000	2.422105	0.121935
66532.0000	1.812965	0.097228
66562.0000	1.570932	0.071847
66592.0000	1.415412	0.074979
66622.0000	0.524740	0.025064
66652.0000	0.796811	0.035957
66682.0000	0.853357	0.041358
66712.0000	1.130951	0.061715
66742.0000	1.573372	0.071144
66772.0000	2.154656	0.104858
66802.0000	2.836412	0.148026
66832.0000	3.481572	0.167739
66862.0000	3.305356	0.145102
66892.0000	3.624942	0.179102
66922.0000	4.466376	0.235978
66952.0000	3.820861	0.198021
66982.0000	3.275620	0.168789
67012.0000	3.329460	0.169945
67042.0000	2.216744	0.102900
67072.0000	1.317125	0.063535
67102.0000	1.583764	0.075476
67132.0000	0.622227	0.030482
67162.0000	0.704315	0.033344
67192.0000	0.599685	0.028651
67222.0000	1.232136	0.064716
67252.0000	1.495157	0.072375
67282.0000	1.984286	0.102385
67312.0000	2.155012	0.104464
67342.0000	3.805352	0.206418
67372.0000	3.213156	0.164473
67402.0000	3.607703	0.168218
67432.0000	4.018665	0.183180
67462.0000	3.809856	0.177721
67492.0000	3.813258	0.170156
67522.0000	3.207599	0.172349
67552.0000	2.410480	0.117889
67582.0000	2.256820	0.119315
67612.0000	1.348015	0.068631
67642.0000	1.387425	0.066643
67672.0000	0.590241	0.030892
67702.0000	0.462577	0.023510
67732.0000	0.665961	0.036963
67762.0000	1.066532	0.051753
67792.0000	1.301491	0.066977
67822.0000	2.242800	0.113108
67852.0000	3.074890	0.130329
67882.0000	3.116580	0.146077
67912.0000	3.216968	0.157985
67942.0000	4.113870	0.202683
67972.0000	3.626221	0.175631
68002.0000	3.459147	0.150278
68032.0000	3.581878	0.183743
68062.0000	3.196476	0.148317
68092.0000	2.477353	0.110953
68122.0000	1.567607	0.077834
68152.0000	0.777499	0.038755
68182.0000	1.088122	0.061225
68212.0000	0.845819	0.044152
68242.0000	0.485872	0.024990
68272.0000	0.907449	0.048022
68302.0000	1.196685	0.057020
68332.0000	1.587390	0.080175
68362.0000	2.151744	0.107476
68392.0000	2.741170	0.146111
68422.0000	3.199988	0.159930
68452.0000	3.675903	0.189114
68482.0000	3.979621	0.192527
68512.0000	4.053026	0.189314
68542.0000	3.398541	0.172188
68572.0000	3.243960	0.156419
68602.0000	2.773928	0.132303
68632.0000	1.864159	0.096704
68662.0000	1.618595	0.078009
68692.0000	1.134746	0.051922
68722.0000	0.751255	0.038662
68752.0000	0.705763	0.036003
68782.0000	0.636702	0.029106
68812.0000	1.545298	0.073883
68842.0000	1.512108	0.076162
68872.0000	2.209394	0.101970
68902.0000	2.076023	0.097084
68932.0000	3.201735	0.164790
68962.0000	3.398396	0.181351
68992.0000	3.595593	0.173016
69022.0000	3.935394	0.202338
69052.0000	3.866519	0.198716
69082.0000	3.191425	0.173305
69112.0000	3.416666	0.174878
69142.0000	2.035375	0.097411
69172.0000	2.001359	0.101056
69202.0000	1.333875	0.073312
69232.0000	1.272047	0.059445
69262.0000	1.356203	0.070459
69292.0000	0.927606	0.046994
69322.0000	1.195883	0.062461
69352.0000	0.866008	0.045148
69382.0000	1.350310	0.075412
69412.0000	2.298468	0.112762
69442.0000	2.786259	0.140188
69472.0000	3.303264	0.167869
69502.0000	3.509519	0.164320
69532.0000	3.631427	0.187280
69562.0000	4.014190	0.208916
69592.0000	3.613027	0.186369
69622.0000	3.030521	0.155877
69652.0000	2.740086	0.141161
