# Signal Type: random
# length: 500
# amplitude: 1.5
# baseline_error: 0.1
# time_start: 54682.0
# noise_level: 0.2674786931479483
# missing_rate: 0.014589542910744527
# Time	Value	Error
59572.0000	1.811367	0.087181
59602.0000	0.569326	0.028822
59632.0000	2.528711	0.128682
59662.0000	1.210333	0.058675
59692.0000	0.812169	0.041852
59722.0000	0.918392	0.042702
59752.0000	2.269975	0.113181
59782.0000	0.326002	0.016869
59812.0000	0.828617	0.042448
59842.0000	0.270193	0.014246
59872.0000	0.594686	0.028930
59902.0000	0.519445	0.027653
59932.0000	1.290821	0.068968
59962.0000	3.763785	0.194170
59992.0000	0.755103	0.040110
60022.0000	1.143469	0.057408
60052.0000	2.981635	0.145411
60082.0000	1.472477	0.076519
60112.0000	1.192313	0.059900
60142.0000	1.050422	0.049345
60172.0000	0.765093	0.038329
60202.0000	0.816321	0.038992
60232.0000	1.756151	0.083125
60262.0000	0.400971	0.019105
60292.0000	0.833157	0.039174
60322.0000	0.731516	0.037419
60352.0000	0.538160	0.027136
60382.0000	2.488383	0.121626
60412.0000	1.002621	0.052803
60442.0000	2.096311	0.096223
60472.0000	1.208453	0.059075
60502.0000	2.910415	0.142737
60532.0000	1.372774	0.064428
60562.0000	0.537837	0.025237
60592.0000	0.415682	0.021205
60622.0000	0.298440	0.015398
60652.0000	2.778150	0.141192
60682.0000	0.408836	0.021298
60712.0000		
60742.0000	2.531602	0.120385
60772.0000	1.336180	0.066162
60802.0000	3.630958	0.179340
60832.0000	0.537678	0.025400
60862.0000	0.564782	0.026044
60892.0000	1.588620	0.079575
60922.0000	0.335308	0.019388
60952.0000	1.779319	0.091680
60982.0000	0.667629	0.034245
61012.0000	0.785343	0.039534
61042.0000		
61072.0000	0.404223	0.021300
61102.0000	0.595530	0.028977
61132.0000	0.971065	0.044165
61162.0000	0.774765	0.041157
61192.0000	3.054838	0.157623
61222.0000	0.433222	0.021316
61252.0000	1.500423	0.071034
61282.0000	0.615195	0.031660
61312.0000	2.043197	0.100244
61342.0000	0.482797	0.022975
61372.0000	1.107510	0.057115
61402.0000	2.865462	0.143300
61432.0000	0.327509	0.017447
61462.0000	1.061979	0.053034
61492.0000	1.038092	0.051952
61522.0000	2.019170	0.101433
61552.0000	0.514697	0.027294
61582.0000	0.184436	0.009147
61612.0000	0.376112	0.020614
61642.0000	1.498930	0.076387
61672.0000	1.049838	0.052733
61702.0000	1.965488	0.100883
61732.0000	0.377575	0.019964
61762.0000	1.679236	0.075113
61792.0000	0.854155	0.044007
61822.0000	0.250658	0.013456
61852.0000	0.871433	0.041913
61882.0000	1.234960	0.062525
61912.0000	3.457705	0.189182
61942.0000	1.653072	0.078637
61972.0000	1.290799	0.068912
62002.0000	0.304925	0.016245
62032.0000	0.284615	0.014895
62062.0000	0.468813	0.024401
62092.0000		
62122.0000	1.437319	0.072257
62152.0000	1.773159	0.085336
62182.0000	2.712453	0.139512
62212.0000	1.047213	0.052047
62242.0000	0.260806	0.013317
62272.0000	0.735822	0.038860
62302.0000	0.386828	0.016706
62332.0000	0.292300	0.015273
62362.0000	2.047813	0.104501
62392.0000	0.739132	0.034413
62422.0000	1.008374	0.054708
62452.0000	2.239676	0.117924
62482.0000	3.262490	0.178696
62512.0000	2.008814	0.097618
62542.0000	0.254003	0.012061
62572.0000	0.930850	0.046341
62602.0000	2.186352	0.104821
62632.0000	1.297803	0.065753
62662.0000	1.610667	0.090578
62692.0000	4.013176	0.201528
62722.0000	2.781964	0.131746
62752.0000	0.858307	0.043940
62782.0000	0.660234	0.032463
62812.0000	1.138853	0.054323
62842.0000	0.407760	0.020089
62872.0000	1.403179	0.068875
62902.0000	2.934798	0.146728
62932.0000	0.567462	0.028712
62962.0000	1.001887	0.049014
62992.0000	1.982361	0.093490
63022.0000	2.958463	0.150092
63052.0000	0.510096	0.024375
63082.0000	0.763926	0.041025
63112.0000	0.709953	0.038090
63142.0000	1.369388	0.073531
63172.0000	0.818769	0.041632
63202.0000	0.684817	0.036582
63232.0000	1.252679	0.063625
63262.0000	0.082983	0.003886
63292.0000	0.547508	0.028301
63322.0000	0.891711	0.048289
63352.0000	0.548813	0.030015
63382.0000	0.942832	0.044488
63412.0000	0.497973	0.023759
63442.0000	0.223485	0.009796
63472.0000	0.343353	0.017756
63502.0000	0.391308	0.019878
63532.0000	1.391242	0.075810
63562.0000	0.424234	0.021083
63592.0000	1.096570	0.053979
63622.0000	0.543474	0.028461
63652.0000	0.560910	0.027113
63682.0000	0.202268	0.010204
63712.0000	0.979306	0.052589
63742.0000	1.692921	0.079780
63772.0000	0.493530	0.021397
63802.0000	3.693772	0.191776
63832.0000	1.514664	0.079284
63862.0000	1.955876	0.098507
63892.0000	0.331503	0.017465
63922.0000	0.482692	0.024347
63952.0000	1.710849	0.082701
63982.0000	0.715154	0.038168
64012.0000	0.979647	0.048055
64042.0000	0.430584	0.022010
64072.0000	0.968706	0.048669
64102.0000	0.076958	0.003972
64132.0000	0.552175	0.029548
64162.0000	0.926095	0.045487
64192.0000	0.112385	0.005425
64222.0000	0.638036	0.031911
64252.0000	0.645595	0.034618
64282.0000	2.169124	0.114156
64312.0000	1.636457	0.084507
64342.0000	2.241741	0.112917
64372.0000	1.356128	0.067005
64402.0000	3.518715	0.186115
64432.0000	0.799307	0.042376
64462.0000	2.826977	0.132195
64492.0000	1.011637	0.050478
64522.0000	0.504667	0.027769
64552.0000	0.500689	0.025093
64582.0000	0.566490	0.029210
64612.0000	1.375820	0.070122
64642.0000	1.055059	0.053786
64672.0000	0.436841	0.023074
64702.0000	0.856524	0.043398
64732.0000	2.001118	0.097505
64762.0000	1.445133	0.065737
64792.0000	0.347627	0.018126
64822.0000	2.061735	0.099256
64852.0000	0.821469	0.043236
64882.0000	2.390191	0.114784
64912.0000		
64942.0000	1.627050	0.077222
64972.0000	0.431433	0.021591
65002.0000	0.445172	0.022024
65032.0000	2.867523	0.157173
65062.0000	0.865857	0.047384
65092.0000	1.385602	0.066245
65122.0000	0.577557	0.028324
65152.0000	0.386408	0.019565
65182.0000	1.338408	0.067530
65212.0000	0.485452	0.022734
65242.0000	0.347311	0.017042
65272.0000	0.266765	0.013549
65302.0000	1.316360	0.066940
65332.0000	1.537190	0.074955
65362.0000	0.552513	0.027858
65392.0000	0.241505	0.011304
65422.0000	0.532079	0.028422
65452.0000	4.833188	0.248662
65482.0000	1.136582	0.058190
65512.0000	0.615944	0.028787
65542.0000	0.375398	0.018226
65572.0000	0.005176	0.000235
65602.0000	1.505459	0.072224
65632.0000	0.696930	0.034982
65662.0000	0.934162	0.048222
65692.0000	1.275482	0.065966
65722.0000	0.521747	0.027114
65752.0000	1.296510	0.064227
65782.0000	4.437455	0.228388
65812.0000	0.236515	0.012120
65842.0000	1.492982	0.067554
65872.0000	0.977806	0.050031
65902.0000	1.608467	0.080943
65932.0000	1.422247	0.068393
65962.0000	0.332136	0.014929
65992.0000	0.381821	0.018332
66022.0000	0.876654	0.046693
66052.0000	2.160466	0.097607
66082.0000	0.848213	0.043190
66112.0000	1.807908	0.085674
66142.0000	0.389352	0.019557
66172.0000	1.590063	0.074849
66202.0000	0.214253	0.010519
66232.0000	0.269833	0.013619
66262.0000	0.356629	0.018961
66292.0000	0.363276	0.017763
66322.0000	1.877317	0.090618
66352.0000	2.124133	0.113752
66382.0000	3.378705	0.158138
66412.0000	0.515836	0.027496
66442.0000	1.398766	0.069420
66472.0000	0.803943	0.036262
66502.0000	1.465287	0.067310
66532.0000	0.301096	0.016281
66562.0000	0.552348	0.027430
66592.0000	0.851897	0.042946
66622.0000	0.618116	0.029283
66652.0000	0.689002	0.040346
66682.0000	2.998407	0.142187
66712.0000	0.542041	0.027597
66742.0000	1.519533	0.071382
66772.0000	0.706182	0.037989
66802.0000	0.375187	0.018431
66832.0000	1.879352	0.093746
66862.0000		
66892.0000	0.642054	0.033675
66922.0000	0.338975	0.018297
66952.0000	0.677843	0.035866
66982.0000	0.687543	0.031998
67012.0000	0.698206	0.033859
67042.0000	0.700718	0.034772
67072.0000	1.124229	0.060569
67102.0000	1.497256	0.068470
67132.0000	0.554422	0.027073
67162.0000	0.959351	0.049877
67192.0000	1.812980	0.087222
67222.0000	1.143483	0.063596
67252.0000	0.640549	0.033194
67282.0000	0.468078	0.022636
67312.0000	0.281303	0.014737
67342.0000	1.096285	0.054886
67372.0000	2.033550	0.101102
67402.0000	0.579074	0.028333
67432.0000	0.231304	0.011964
67462.0000	0.523388	0.026228
67492.0000	1.228170	0.063762
67522.0000	0.125556	0.006088
67552.0000	0.372329	0.019572
67582.0000	1.518311	0.075783
67612.0000	1.886279	0.090704
67642.0000	0.087078	0.004201
67672.0000	3.164578	0.156872
67702.0000	1.842378	0.088924
67732.0000	3.259776	0.177463
67762.0000	1.830354	0.092138
67792.0000	0.128525	0.006573
67822.0000		
67852.0000	0.880286	0.043831
67882.0000	0.753939	0.039012
67912.0000	1.169638	0.063207
67942.0000	1.191981	0.059148
67972.0000	1.297526	0.069494
68002.0000	0.443538	0.024841
68032.0000	0.545816	0.027761
68062.0000	0.529044	0.027554
68092.0000	0.168977	0.009043
68122.0000	0.290126	0.014609
68152.0000	1.335202	0.062673
68182.0000	0.538755	0.027075
68212.0000	0.217228	0.010648
68242.0000	0.369297	0.017865
68272.0000	0.978685	0.052510
68302.0000	2.032661	0.100741
68332.0000	1.732072	0.088386
68362.0000		
68392.0000	3.180406	0.158526
68422.0000	0.964453	0.042463
68452.0000	0.216621	0.010755
68482.0000	0.913915	0.047367
68512.0000	0.265639	0.012963
68542.0000	0.268615	0.012613
68572.0000	1.788724	0.091723
68602.0000	0.915692	0.046134
68632.0000	1.005274	0.050204
68662.0000	1.858404	0.095885
68692.0000	0.108990	0.005358
68722.0000	0.299606	0.015008
68752.0000	2.340709	0.109924
68782.0000	0.707101	0.030902
68812.0000	2.315750	0.123434
68842.0000	0.192214	0.009906
68872.0000	0.516101	0.026090
68902.0000	0.495919	0.024850
68932.0000	0.371150	0.019348
68962.0000	1.616411	0.083642
68992.0000	1.925393	0.097468
69022.0000	1.229285	0.062507
69052.0000	0.254407	0.012441
69082.0000	1.347972	0.063563
69112.0000	1.654251	0.088453
69142.0000	1.039617	0.055916
69172.0000	0.606126	0.032041
69202.0000	2.032463	0.099003
69232.0000	0.257315	0.013187
69262.0000	2.164345	0.116965
69292.0000	0.135197	0.006469
69322.0000	1.422754	0.065483
69352.0000	2.289528	0.119923
69382.0000	0.468546	0.022648
69412.0000	1.839992	0.093400
69442.0000	0.418364	0.021571
69472.0000	0.813834	0.042447
69502.0000	0.084861	0.004075
69532.0000	1.932567	0.097992
69562.0000	0.749793	0.042303
69592.0000	0.741145	0.038061
69622.0000	0.536228	0.025798
69652.0000	0.333127	0.016720
