# Signal Type: quasi-periodic
# Period: 1438.463 days
# length: 500
# amplitude: 1.5
# baseline_error: 0.1
# time_start: 54682.0
# noise_level: 0.26109524690342417
# freq_variation: 0.0647290725629508
# missing_rate: 0.008235113537859272
# period_days: 1438.4634320759924
# Time	Value	Error
65152.0000	0.632633	0.031396
65182.0000	3.413760	0.162816
65212.0000	1.434977	0.071058
65242.0000	3.801063	0.185539
65272.0000	1.884468	0.098728
65302.0000	0.902643	0.048048
65332.0000	0.582069	0.029552
65362.0000	0.978151	0.050267
65392.0000	2.721775	0.142272
65422.0000	3.352613	0.165565
65452.0000	0.704923	0.037330
65482.0000	3.499617	0.162794
65512.0000	1.055325	0.052839
65542.0000	1.021445	0.053726
65572.0000	3.056016	0.153056
65602.0000	3.582499	0.191413
65632.0000	3.596525	0.182628
65662.0000	3.501353	0.192971
65692.0000	3.679141	0.195609
65722.0000	2.561262	0.135421
65752.0000	1.184702	0.066126
65782.0000	0.990304	0.051330
65812.0000	3.245259	0.163665
65842.0000	3.032878	0.151923
65872.0000	0.661106	0.034532
65902.0000	2.658153	0.126441
65932.0000	3.487451	0.169705
65962.0000	0.975158	0.044007
65992.0000	1.884764	0.096467
66022.0000	3.497828	0.184533
66052.0000	2.635523	0.125824
66082.0000	0.879228	0.045015
66112.0000	1.314692	0.062842
66142.0000	2.120178	0.102706
66172.0000	2.894490	0.151286
66202.0000	3.217469	0.170754
66232.0000	2.697244	0.129690
66262.0000	1.265446	0.066309
66292.0000	0.553174	0.026988
66322.0000	3.148870	0.156655
66352.0000	2.437532	0.135670
66382.0000	1.893658	0.099087
66412.0000	1.949857	0.097444
66442.0000	3.864997	0.199771
66472.0000	2.712118	0.135845
66502.0000	1.898998	0.098217
66532.0000	2.441926	0.122019
66562.0000	3.237992	0.164132
66592.0000	3.561413	0.171219
66622.0000	0.698181	0.035897
66652.0000	3.582044	0.168635
66682.0000	1.725284	0.084710
66712.0000	1.503455	0.069031
66742.0000	2.083655	0.103616
66772.0000	2.261499	0.102860
66802.0000	1.230274	0.055351
66832.0000	1.193824	0.061552
66862.0000	4.052144	0.184360
66892.0000	1.086707	0.054998
66922.0000	4.010480	0.203413
66952.0000	0.811668	0.039856
66982.0000	1.088943	0.054978
67012.0000	2.321938	0.119659
67042.0000	2.891334	0.142699
67072.0000	2.274697	0.103528
67102.0000	1.443463	0.077760
67132.0000	0.791319	0.039736
67162.0000	2.952645	0.149081
67192.0000	3.774155	0.180455
67222.0000	0.588913	0.030546
67252.0000	3.601776	0.188246
67282.0000	0.519844	0.023791
67312.0000	3.345938	0.181094
67342.0000	0.691437	0.036069
67372.0000	4.154566	0.195172
67402.0000	0.928636	0.050104
67432.0000	3.456702	0.181148
67462.0000	2.497017	0.119267
67492.0000	1.769628	0.088713
67522.0000	2.243352	0.108434
67552.0000	1.751140	0.088958
67582.0000	2.418460	0.121131
67612.0000	2.573389	0.121821
67642.0000	0.960898	0.048541
67672.0000	3.656174	0.176724
67702.0000	3.107070	0.149021
67732.0000	0.980129	0.050249
67762.0000	0.446706	0.025217
67792.0000	0.954918	0.048763
67822.0000	0.466126	0.024486
67852.0000	1.255661	0.066442
67882.0000	3.213502	0.152717
67912.0000	2.804607	0.142421
67942.0000	1.175654	0.060274
67972.0000	3.288512	0.166992
68002.0000	2.956791	0.155276
68032.0000	1.099190	0.057156
68062.0000	0.634072	0.031529
68092.0000	0.697636	0.034612
68122.0000	1.384277	0.068884
68152.0000	3.457775	0.178886
68182.0000	1.971057	0.101453
68212.0000	2.238620	0.122502
68242.0000	0.955618	0.047211
68272.0000	3.222952	0.168258
68302.0000	3.814416	0.198775
68332.0000	3.470056	0.155202
68362.0000	3.849963	0.190691
68392.0000	2.110251	0.097633
68422.0000	0.982403	0.051718
68452.0000	3.729303	0.198383
68482.0000	0.909575	0.042592
68512.0000	3.434002	0.181179
68542.0000	2.502223	0.136961
68572.0000	0.995145	0.052416
68602.0000	0.658025	0.034246
68632.0000	0.649460	0.030548
68662.0000	0.836577	0.037561
68692.0000	0.943254	0.048566
68722.0000	1.334552	0.066710
68752.0000		
68782.0000	3.557568	0.191586
68812.0000	1.819354	0.091584
68842.0000	1.472696	0.069659
68872.0000	2.996663	0.161551
68902.0000	2.542514	0.133950
68932.0000	0.803973	0.035783
68962.0000	2.684509	0.133139
68992.0000	3.225212	0.156903
69022.0000	1.153802	0.058133
69052.0000	1.553305	0.083934
69082.0000	3.118962	0.148272
69112.0000	3.728969	0.196059
69142.0000	3.436465	0.160798
69172.0000	2.072585	0.109772
69202.0000	1.876393	0.099135
69232.0000	2.544394	0.117928
69262.0000	3.494973	0.180074
69292.0000	3.535911	0.183334
69322.0000	1.107111	0.054481
69352.0000	2.851769	0.148696
69382.0000	1.932037	0.100373
69412.0000	3.173263	0.170586
69442.0000	0.805108	0.040563
69472.0000	1.710687	0.083865
69502.0000	2.306300	0.109950
69532.0000	1.810398	0.084827
69562.0000	0.644234	0.031420
69592.0000	1.677265	0.083822
69622.0000		
69652.0000	1.068565	0.053400
