# Signal Type: random
# length: 500
# amplitude: 1.5
# baseline_error: 0.1
# time_start: 54682.0
# noise_level: 0.2426315011161117
# missing_rate: 0.007350646804513424
# Time	Value	Error
56392.0000	1.599373	0.083289
56422.0000	1.029379	0.052014
56452.0000	2.048622	0.112657
56482.0000	0.461131	0.024018
56512.0000	0.513988	0.025370
56542.0000	0.294949	0.015035
56572.0000	3.542739	0.169694
56602.0000	3.205941	0.164090
56632.0000	0.165973	0.008280
56662.0000	2.328930	0.108658
56692.0000	0.380110	0.017904
56722.0000	1.240461	0.061957
56752.0000	0.813830	0.042657
56782.0000	0.655117	0.030528
56812.0000	4.371587	0.195827
56842.0000	2.511417	0.123395
56872.0000	1.011119	0.050238
56902.0000	0.729183	0.036494
56932.0000	0.884595	0.043015
56962.0000	0.713710	0.040572
56992.0000	1.060692	0.054531
57022.0000	2.213075	0.110563
57052.0000	1.277269	0.062204
57082.0000	0.861902	0.045717
57112.0000	0.378227	0.019318
57142.0000	2.574711	0.131817
57172.0000	0.666485	0.033441
57202.0000	0.789757	0.037800
57232.0000	0.357233	0.018053
57262.0000	3.219082	0.173582
57292.0000	1.568769	0.078061
57322.0000	3.766874	0.171823
57352.0000	2.967581	0.136677
57382.0000	0.343382	0.016658
57412.0000	0.369036	0.018451
57442.0000	0.711380	0.034273
57472.0000	1.140181	0.054582
57502.0000	2.270695	0.116888
57532.0000	0.261687	0.012117
57562.0000	0.232689	0.012599
57592.0000	0.454891	0.022786
57622.0000	0.255025	0.013432
57652.0000	2.715794	0.133605
57682.0000	0.459219	0.022541
57712.0000	0.523576	0.027887
57742.0000	1.328943	0.059340
57772.0000	0.295851	0.014951
57802.0000	0.177139	0.008847
57832.0000	0.674271	0.033836
57862.0000	1.179068	0.056430
57892.0000	0.538350	0.027754
57922.0000	2.159142	0.100764
57952.0000	1.439950	0.071111
57982.0000	0.738103	0.036455
58012.0000	0.381768	0.018252
58042.0000	0.469785	0.023361
58072.0000	0.987532	0.050381
58102.0000	3.042680	0.146218
58132.0000	3.561360	0.156092
58162.0000	1.068503	0.049265
58192.0000	1.613828	0.080771
58222.0000	2.815368	0.142157
58252.0000	2.246261	0.108865
58282.0000	1.505762	0.077764
58312.0000	0.760781	0.039132
58342.0000	1.211416	0.062592
58372.0000	0.963910	0.047573
58402.0000	0.830293	0.043580
58432.0000	1.194787	0.058322
58462.0000	0.158078	0.008573
58492.0000	1.153553	0.056118
58522.0000	0.330754	0.015421
58552.0000	1.429902	0.071616
58582.0000	1.385644	0.065604
58612.0000	3.328472	0.162395
58642.0000	0.569139	0.029392
58672.0000	2.915184	0.143158
58702.0000		
58732.0000	0.568897	0.027696
58762.0000	0.611536	0.031918
58792.0000	0.455984	0.023527
58822.0000	1.252551	0.061213
58852.0000	3.303129	0.167542
58882.0000	1.573473	0.078278
58912.0000	1.872088	0.090409
58942.0000	2.149233	0.103787
58972.0000	1.019780	0.051924
59002.0000	2.491016	0.120629
59032.0000	1.115866	0.053944
59062.0000	0.581289	0.029834
59092.0000	0.595512	0.031536
59122.0000	0.968820	0.047079
59152.0000	1.227527	0.063980
59182.0000	1.079973	0.051827
59212.0000	1.838984	0.086460
59242.0000	0.924832	0.047096
59272.0000	0.592140	0.030266
59302.0000	0.962981	0.047939
59332.0000	1.206317	0.061894
59362.0000	0.805867	0.041294
59392.0000	1.716717	0.082678
59422.0000	1.714024	0.091009
59452.0000		
59482.0000	0.925801	0.049917
59512.0000	1.756434	0.086591
59542.0000	1.657827	0.067932
59572.0000	1.926207	0.101863
59602.0000	0.308743	0.015302
59632.0000	4.031523	0.206786
59662.0000	0.236330	0.012240
59692.0000	0.352432	0.018168
59722.0000	0.710709	0.032035
59752.0000	1.065144	0.058187
59782.0000	1.814239	0.085951
59812.0000	0.386521	0.018893
59842.0000	0.795187	0.036794
59872.0000	1.234339	0.062404
59902.0000	0.746013	0.039282
59932.0000	1.451082	0.071560
59962.0000	1.393852	0.075226
59992.0000	1.204303	0.067227
60022.0000	2.812856	0.128981
60052.0000	0.313886	0.016817
60082.0000	0.651807	0.031063
60112.0000	2.794177	0.142890
60142.0000	0.907899	0.038578
60172.0000	0.540629	0.028284
60202.0000	0.251020	0.011871
60232.0000	0.566526	0.028401
60262.0000	1.916356	0.089879
60292.0000	1.825255	0.096755
60322.0000	0.752576	0.037322
60352.0000	0.786466	0.039945
60382.0000	1.296418	0.071042
60412.0000	1.465200	0.072945
60442.0000	0.612804	0.032082
60472.0000	2.801434	0.143866
60502.0000	0.717811	0.037777
60532.0000	0.835316	0.042017
60562.0000	0.330152	0.017339
60592.0000	1.164419	0.061693
60622.0000	4.407747	0.227166
60652.0000	0.195315	0.010581
60682.0000	0.033193	0.001581
60712.0000		
60742.0000	0.825869	0.043993
60772.0000	0.305526	0.016315
60802.0000	0.442523	0.022030
60832.0000	0.354991	0.018334
60862.0000	1.031551	0.053528
60892.0000	0.335790	0.015856
60922.0000	0.991491	0.049826
60952.0000	0.546751	0.026845
60982.0000	0.123197	0.005990
61012.0000	0.797968	0.038986
61042.0000	0.952094	0.049991
61072.0000	2.492639	0.124084
61102.0000	1.560347	0.077378
61132.0000	2.053182	0.103223
61162.0000	1.636269	0.087209
61192.0000	0.035662	0.001767
61222.0000	1.641252	0.075015
61252.0000	0.747390	0.037845
61282.0000	1.116295	0.058703
61312.0000	0.879605	0.043289
61342.0000	1.822510	0.091737
61372.0000	0.546721	0.027116
61402.0000	0.962600	0.045632
61432.0000	0.435467	0.019840
61462.0000	1.479075	0.073252
61492.0000	1.026257	0.052654
61522.0000	2.477663	0.117450
61552.0000	1.441464	0.075591
61582.0000	1.804834	0.092900
61612.0000	2.050776	0.100855
61642.0000	1.748280	0.087818
61672.0000	0.604598	0.031699
61702.0000	2.764171	0.140109
61732.0000	0.374259	0.018899
61762.0000	0.919992	0.046573
61792.0000	0.205487	0.010655
61822.0000	0.367125	0.018931
61852.0000	5.457852	0.286943
61882.0000	0.574505	0.029264
61912.0000	0.586635	0.027981
61942.0000	0.328982	0.016644
61972.0000	0.084516	0.004567
62002.0000	0.348753	0.017865
62032.0000	0.111565	0.005359
62062.0000	1.303196	0.065278
62092.0000	3.144333	0.159674
62122.0000	2.723542	0.142329
62152.0000	1.085636	0.056763
62182.0000	4.640497	0.242024
62212.0000	0.516090	0.025767
62242.0000	0.352147	0.018068
62272.0000	0.052534	0.002618
62302.0000	2.360094	0.121898
62332.0000	0.644561	0.033726
62362.0000	0.803633	0.042311
62392.0000	0.227323	0.011207
62422.0000	1.196189	0.058411
62452.0000	4.013990	0.201983
62482.0000	1.016266	0.052051
62512.0000	0.440792	0.021554
62542.0000	0.286525	0.014370
62572.0000	3.251396	0.172407
62602.0000	1.385828	0.070158
62632.0000	1.239313	0.064023
62662.0000	1.495361	0.082712
62692.0000	0.717898	0.037028
62722.0000	1.565071	0.075224
62752.0000	0.138612	0.007444
62782.0000	2.748012	0.136493
62812.0000	0.260462	0.013586
62842.0000	2.033009	0.100032
62872.0000	1.172292	0.056016
62902.0000	1.852807	0.097304
62932.0000	0.582409	0.029381
62962.0000	1.164176	0.053875
62992.0000	2.287068	0.115629
63022.0000	0.463522	0.024082
63052.0000	0.978549	0.053267
63082.0000	1.621234	0.080054
63112.0000	1.164303	0.062667
63142.0000	3.940345	0.196930
63172.0000	0.243358	0.011723
63202.0000	0.513249	0.024709
63232.0000	1.497064	0.080441
63262.0000	2.714124	0.136863
63292.0000	2.421492	0.117369
63322.0000	2.591847	0.125235
63352.0000	0.364566	0.017634
63382.0000	1.112469	0.059873
63412.0000	2.282965	0.118035
63442.0000	0.496332	0.024460
63472.0000	0.196075	0.010439
63502.0000	2.687416	0.128111
63532.0000	2.381214	0.120034
63562.0000	2.149303	0.105541
63592.0000	4.226947	0.222271
63622.0000	1.314104	0.064368
63652.0000	5.913459	0.277092
63682.0000	2.754413	0.133184
63712.0000	2.713341	0.122461
63742.0000	0.939932	0.049611
63772.0000	0.295159	0.014473
63802.0000	1.556633	0.079726
63832.0000	0.255231	0.012832
63862.0000	0.872306	0.046721
63892.0000	0.729990	0.038762
63922.0000	1.978306	0.099667
63952.0000	1.496287	0.075497
63982.0000	1.587504	0.078412
64012.0000	0.473474	0.022975
64042.0000	0.543809	0.026093
64072.0000	0.350339	0.017791
64102.0000	0.678245	0.033821
64132.0000	0.737937	0.037551
64162.0000	0.732294	0.036653
64192.0000	0.392128	0.019132
64222.0000	0.285294	0.014413
64252.0000	0.574587	0.028045
64282.0000	1.273361	0.067705
64312.0000	0.287748	0.013981
64342.0000	0.524089	0.027133
64372.0000	0.778704	0.040817
64402.0000	2.120110	0.112603
64432.0000	0.799354	0.040494
64462.0000	3.244170	0.168083
64492.0000	1.504278	0.070462
64522.0000	3.192734	0.168078
64552.0000	2.098108	0.097601
64582.0000	1.023737	0.054193
64612.0000	0.057554	0.002827
64642.0000	0.637093	0.031783
64672.0000	2.266728	0.104394
64702.0000	0.135649	0.006867
64732.0000	0.129491	0.007276
64762.0000	1.146364	0.056904
64792.0000	1.112703	0.054686
64822.0000	1.694737	0.089516
64852.0000	1.368606	0.062924
64882.0000	0.517810	0.024789
64912.0000	1.465282	0.078427
64942.0000	0.622826	0.031837
64972.0000	1.205487	0.056335
65002.0000	0.543296	0.026798
65032.0000	1.071759	0.053279
65062.0000	0.619255	0.032917
65092.0000	2.282376	0.114441
65122.0000	0.679437	0.036513
65152.0000	1.041346	0.051977
65182.0000	3.219280	0.157939
65212.0000	1.208902	0.061280
65242.0000	0.484005	0.023197
65272.0000	2.713726	0.152035
65302.0000	0.417828	0.019561
65332.0000	1.858455	0.083188
65362.0000	1.570738	0.075066
65392.0000	1.058388	0.048733
65422.0000	0.790854	0.036039
65452.0000	0.495398	0.026154
65482.0000	1.641318	0.082123
65512.0000	2.615322	0.132640
65542.0000	0.723979	0.034744
65572.0000	3.417320	0.174000
65602.0000	0.294831	0.015164
65632.0000	1.699891	0.080643
65662.0000	0.513842	0.022698
65692.0000	1.723460	0.081228
65722.0000	0.321876	0.016067
65752.0000	4.502824	0.232091
65782.0000	0.372385	0.018449
65812.0000	5.936337	0.304068
65842.0000	1.152292	0.055596
65872.0000	0.693006	0.031493
65902.0000	0.670988	0.034399
65932.0000	0.607557	0.029807
65962.0000	2.062089	0.108469
65992.0000	0.491625	0.024507
66022.0000	0.846899	0.043005
66052.0000	1.756827	0.090902
66082.0000	0.792913	0.038518
66112.0000	3.228332	0.141264
66142.0000	1.104480	0.056508
66172.0000	4.290786	0.218083
66202.0000	3.371442	0.195210
66232.0000	1.009198	0.051083
66262.0000	0.537157	0.026311
66292.0000		
66322.0000	1.365861	0.071960
66352.0000	1.551717	0.080097
66382.0000	1.448582	0.074544
66412.0000	0.090042	0.004536
66442.0000	0.105679	0.005484
66472.0000	0.690622	0.032447
66502.0000	2.600986	0.143486
66532.0000	0.299186	0.015665
66562.0000	0.393008	0.020049
66592.0000	0.753916	0.040023
66622.0000	0.557858	0.029594
66652.0000	0.927263	0.044796
66682.0000	0.706489	0.037636
66712.0000	3.173978	0.145240
66742.0000	1.664110	0.088255
66772.0000	0.820517	0.042433
66802.0000	0.261555	0.012977
66832.0000	0.508276	0.026225
66862.0000	0.485177	0.024996
66892.0000	0.916147	0.046961
66922.0000	0.861570	0.043933
66952.0000	0.623948	0.030559
66982.0000	0.833012	0.040258
67012.0000	1.351121	0.067011
67042.0000	0.406157	0.020303
67072.0000	0.606598	0.031246
67102.0000	1.952240	0.099230
67132.0000	0.945012	0.045201
67162.0000	0.656973	0.030545
67192.0000	1.365074	0.067237
67222.0000	1.413597	0.068426
67252.0000	1.256017	0.064173
67282.0000	1.077584	0.055595
67312.0000	0.884814	0.048058
67342.0000	0.349291	0.018079
67372.0000	0.590616	0.028710
67402.0000	1.368897	0.069919
67432.0000	0.290550	0.013207
67462.0000	1.984305	0.100163
67492.0000	0.099758	0.004871
67522.0000	3.648295	0.199981
67552.0000	1.423270	0.072422
67582.0000	0.423289	0.021755
67612.0000	0.175797	0.010038
67642.0000	0.953418	0.041964
67672.0000	2.395150	0.118216
67702.0000	0.647354	0.034044
67732.0000	0.807737	0.038917
67762.0000	0.259529	0.013344
67792.0000	0.060028	0.003216
67822.0000	0.672105	0.034391
67852.0000	0.463856	0.021473
67882.0000	0.575721	0.026560
67912.0000	0.484207	0.022006
67942.0000	1.633646	0.073871
67972.0000	0.823500	0.042417
68002.0000	0.231805	0.011528
68032.0000	0.646512	0.033156
68062.0000	0.479130	0.024149
68092.0000	1.941560	0.094661
68122.0000	5.732484	0.270685
68152.0000	0.396654	0.018899
68182.0000	0.660500	0.030427
68212.0000	0.398768	0.020556
68242.0000	2.969172	0.158277
68272.0000	0.661873	0.033676
68302.0000	2.511561	0.118504
68332.0000	0.360242	0.017428
68362.0000	0.607279	0.030629
68392.0000	2.191369	0.117077
68422.0000	0.633072	0.035201
68452.0000	0.554400	0.027433
68482.0000	1.286960	0.067132
68512.0000	1.051483	0.052384
68542.0000	1.089855	0.052315
68572.0000	0.151148	0.007461
68602.0000	0.353008	0.017075
68632.0000	0.133525	0.007636
68662.0000	2.127685	0.109808
68692.0000	3.053994	0.165730
68722.0000	2.438922	0.120698
68752.0000	0.520314	0.024490
68782.0000	1.596953	0.080937
68812.0000	1.324479	0.060989
68842.0000	3.981949	0.205231
68872.0000	0.293364	0.014688
68902.0000	1.545890	0.081292
68932.0000	3.529726	0.174524
68962.0000	0.837716	0.043284
68992.0000	0.160706	0.008367
69022.0000	1.021877	0.052153
69052.0000	1.452953	0.067733
69082.0000	0.700232	0.034234
69112.0000	1.592629	0.079863
69142.0000	0.511523	0.025252
69172.0000	0.143717	0.007393
69202.0000	0.423061	0.022698
69232.0000	0.506626	0.022876
69262.0000	0.650129	0.034067
69292.0000	0.854887	0.043589
69322.0000	0.510434	0.024694
69352.0000	0.734968	0.037265
69382.0000	0.639633	0.030497
69412.0000	0.456485	0.023209
69442.0000	0.806830	0.037606
69472.0000	0.195893	0.009433
69502.0000	1.453121	0.068818
69532.0000	0.646987	0.032673
69562.0000	0.324148	0.017059
69592.0000	1.175895	0.058447
69622.0000	0.555246	0.031079
69652.0000	2.896315	0.148305
